0.00010779	-0.30445
0.00032337	-0.3283
0.00053895	-0.35352
0.00075453	-0.38585
0.0010779	-0.37751
0.0012935	-0.30267
0.0015091	-0.26854
0.0017246	-0.25085
0.0019402	-0.28043
0.0021558	-0.32133
0.0023714	-0.36819
0.0025869	-0.38883
0.0028025	-0.36622
0.0030181	-0.28184
0.0031259	-0.30069
0.0033415	-0.29712
0.0035571	-0.29253
0.0037726	-0.23956
0.0039882	-0.19407
0.0042038	-0.16967
0.0044194	-0.18633
0.0047427	-0.18059
0.0049583	-0.22186
0.0051739	-0.24966
0.0053895	-0.23896
0.0056051	-0.22861
0.0058206	-0.24273
0.0060362	-0.27331
0.0062518	-0.31638
0.0065752	-0.29037
0.0067907	-0.26933
0.0070063	-0.25185
0.0072219	-0.27171
0.0074375	-0.32748
0.0076531	-0.33187
0.0078686	-0.37099
0.0080842	-0.33105
0.0084076	-0.3001
0.0085154	-0.33284
0.0088387	-0.33724
0.0090543	-0.35907
0.0092699	-0.33761
0.0094855	-0.21453
0.0098088	-0.23796
0.010024	-0.28899
0.01024	-0.33564
0.010456	-0.31995
0.010671	-0.27011
0.010887	-0.27447
0.011102	-0.30088
0.011318	-0.31202
0.011533	-0.34219
0.011749	-0.36205
0.012072	-0.29909
0.012288	-0.29551
0.012504	-0.26772
0.012719	-0.31876
0.013043	-0.33046
0.013258	-0.2719
0.013474	-0.24787
0.013689	-0.23479
0.013905	-0.24928
0.01412	-0.24094
0.014336	-0.24846
0.014552	-0.2453
0.014767	-0.22186
0.014983	-0.21292
0.015198	-0.2453
0.015522	-0.27368
0.015737	-0.26933
0.015953	-0.18275
0.016168	-0.16312
0.016492	-0.18275
0.016707	-0.21173
0.016923	-0.23099
0.017139	-0.23557
0.017354	-0.22604
0.01757	-0.21494
0.017785	-0.23576
0.018001	-0.26277
0.018216	-0.27488
0.018432	-0.26295
0.018648	-0.24273
0.018863	-0.16885
0.019187	-0.25383
0.019402	-0.29551
0.019618	-0.2856
0.019833	-0.28084
0.020157	-0.28184
0.020372	-0.27767
0.020588	-0.29037
0.020803	-0.31656
0.021019	-0.34953
0.021235	-0.31381
0.02145	-0.26534
0.021666	-0.21572
0.021881	-0.20857
0.022097	-0.18972
0.022312	-0.17522
0.022636	-0.1512
0.022851	-0.11685
0.023067	-0.14345
0.023283	-0.19188
0.023498	-0.23278
0.023821	-0.23718
0.024037	-0.2165
0.024253	-0.20737
0.024468	-0.21471
0.024684	-0.20361
0.024899	-0.23278
0.025115	-0.25048
0.025331	-0.27171
0.025546	-0.18297
0.025869	-0.20164
0.026085	-0.2735
0.026301	-0.29373
0.026516	-0.26336
0.026732	-0.20976
0.026947	-0.18536
0.027271	-0.19646
0.027486	-0.22127
0.027702	-0.27767
0.027917	-0.27212
0.028133	-0.23695
0.028349	-0.20719
0.028564	-0.20618
0.02878	-0.30624
0.029103	-0.31936
0.029319	-0.31716
0.029534	-0.33921
0.02975	-0.33247
0.029965	-0.35449
0.030181	-0.37691
0.030397	-0.37792
0.030612	-0.32055
0.030936	-0.31082
0.031151	-0.31202
0.031367	-0.31716
0.031582	-0.3416
0.031798	-0.36741
0.032013	-0.3128
0.032337	-0.28601
0.032552	-0.26396
0.032768	-0.31358
0.032984	-0.34674
0.033199	-0.32569
0.033415	-0.28244
0.03363	-0.27506
0.033846	-0.27231
0.034061	-0.28024
0.034385	-0.28918
0.0346	-0.32014
0.034816	-0.27488
0.035032	-0.25185
0.035247	-0.2884
0.035571	-0.28065
0.035786	-0.25226
0.036002	-0.21214
0.036217	-0.2064
0.036433	-0.2453
0.036648	-0.29235
0.036864	-0.33027
0.03708	-0.37196
0.037295	-0.37989
0.037619	-0.34137
0.037726	-0.34893
0.03805	-0.34636
0.038265	-0.36182
0.038481	-0.36898
0.038804	-0.3553
0.03902	-0.35687
0.039235	-0.36123
0.039451	-0.40273
0.039667	-0.40057
0.039882	-0.34715
0.040098	-0.30941
0.040313	-0.29991
0.040529	-0.27387
0.040744	-0.29097
0.04096	-0.29395
0.041176	-0.32431
0.041499	-0.29753
0.041715	-0.19746
0.042038	-0.19031
0.042146	-0.21434
0.042469	-0.25584
0.042685	-0.22902
0.0429	-0.21769
0.043116	-0.24749
0.043331	-0.25722
0.043547	-0.28024
0.043763	-0.28363
0.043978	-0.24809
0.044194	-0.20816
0.044409	-0.21352
0.044733	-0.20838
0.044948	-0.26813
0.045164	-0.23636
0.045379	-0.20261
0.045703	-0.21214
0.045918	-0.23259
0.046134	-0.2447
0.046349	-0.26694
0.046565	-0.26515
0.046781	-0.25841
0.046996	-0.2165
0.047212	-0.23915
0.047427	-0.26634
0.047643	-0.28519
0.047859	-0.3283
0.048182	-0.23736
0.048397	-0.24928
0.048613	-0.28877
0.048829	-0.28281
0.049044	-0.29771
0.04926	-0.26854
0.049583	-0.21352
0.049799	-0.22049
0.050014	-0.2431
0.05023	-0.24511
0.050445	-0.27011
0.050661	-0.26474
0.050877	-0.21851
0.051092	-0.19366
0.051308	-0.21292
0.051631	-0.2159
0.051847	-0.20499
0.052062	-0.15954
0.052278	-0.17124
0.052493	-0.22287
0.052817	-0.27864
0.053032	-0.2868
0.053248	-0.30863
0.053464	-0.2973
0.053679	-0.26258
0.053895	-0.2586
0.05411	-0.27625
0.054326	-0.30706
0.054649	-0.28125
0.054865	-0.22764
0.05508	-0.20875
0.055296	-0.22127
0.055512	-0.20838
0.055727	-0.21453
0.055943	-0.16967
0.056158	-0.10672
0.056482	-0.082912
0.056697	-0.11744
0.056913	-0.16014
0.057128	-0.19806
0.057344	-0.21333
0.05756	-0.18137
0.057883	-0.16211
0.058099	-0.1899
0.058314	-0.25483
0.05853	-0.23576
0.058745	-0.2048
0.058961	-0.19806
0.059176	-0.23934
0.059392	-0.28818
0.059608	-0.31619
0.059931	-0.33724
0.060147	-0.29075
0.060362	-0.28084
0.060578	-0.24906
0.060793	-0.19944
0.061009	-0.25722
0.061332	-0.21274
