0.000000,0.243257
0.010000,0.240483
0.020000,0.240483
0.030000,0.239230
0.040000,0.239230
0.050000,0.238617
0.060000,0.238617
0.070000,0.238271
0.080000,0.238271
0.090000,0.238031
0.100000,0.238031
0.110000,0.237849
0.120000,0.237834
0.130000,0.237707
0.140000,0.237650
0.150000,0.237545
0.160000,0.237469
0.170000,0.237372
0.180000,0.237286
0.190000,0.237191
0.200000,0.237100
0.210000,0.237004
0.220000,0.236910
0.230000,0.236814
0.240000,0.236717
0.250000,0.236619
0.260000,0.236521
0.270000,0.236422
0.280000,0.236322
0.290000,0.236221
0.300000,0.236120
0.310000,0.236018
0.320000,0.235916
0.330000,0.235813
0.340000,0.235710
0.350000,0.235606
0.360000,0.235502
0.370000,0.235398
0.380000,0.235293
0.390000,0.235188
0.400000,0.235082
0.410000,0.234976
0.420000,0.234870
0.430000,0.234764
0.440000,0.234657
0.450000,0.234550
0.460000,0.234443
0.470000,0.234336
0.480000,0.234229
0.490000,0.234121
0.500000,0.234013
0.510000,0.233906
0.520000,0.233798
0.530000,0.233689
0.540000,0.233581
0.550000,0.233473
0.560000,0.233364
0.570000,0.233256
0.580000,0.233147
0.590000,0.233039
0.600000,0.232930
0.610000,0.232821
0.620000,0.232712
0.630000,0.232604
0.640000,0.232495
0.650000,0.232386
0.660000,0.232277
0.670000,0.232168
0.680000,0.232059
0.690000,0.231950
0.700000,0.231841
0.710000,0.231732
0.720000,0.231622
0.730000,0.231513
0.740000,0.231404
0.750000,0.231295
0.760000,0.231186
0.770000,0.231077
0.780000,0.230968
0.790000,0.230859
0.800000,0.230750
0.810000,0.230641
0.820000,0.230532
0.830000,0.230423
0.840000,0.230314
0.850000,0.230205
0.860000,0.230096
0.870000,0.229987
0.880000,0.229879
0.890000,0.229770
0.900000,0.229661
0.910000,0.229552
0.920000,0.229443
0.930000,0.229335
0.940000,0.229226
0.950000,0.229117
0.960000,0.229009
0.970000,0.228900
0.980000,0.228791
0.990000,0.228683
1.000000,0.228574
1.010000,0.228466
1.020000,0.228357
1.030000,0.228249
1.040000,0.228141
1.050000,0.228032
1.060000,0.227924
1.070000,0.227816
1.080000,0.227707
1.090000,0.227599
1.100000,0.227491
1.110000,0.227383
1.120000,0.227275
1.130000,0.227167
1.140000,0.227059
1.150000,0.226951
1.160000,0.226843
1.170000,0.226735
1.180000,0.226627
1.190000,0.226519
1.200000,0.226411
1.210000,0.226304
1.220000,0.226196
1.230000,0.226088
1.240000,0.225980
1.250000,0.225873
1.260000,0.225765
1.270000,0.225658
1.280000,0.225550
1.290000,0.225442
1.300000,0.225335
1.310000,0.225228
1.320000,0.225120
1.330000,0.225013
1.340000,0.224905
1.350000,0.224798
1.360000,0.224691
1.370000,0.224584
1.380000,0.224476
1.390000,0.224369
1.400000,0.224262
1.410000,0.224155
